"","prop_vbp_pText","prop_vbd_pText","prop_vbz_pText","prop_vbn_pText","prop_v_pText","prop_nn_pText","prop_prp_pText","prop_adv_pText","prop_dt_pText","prop_nnp_pText","prop_jjs_pText","prop_adj_pText","ave_adj_pText","lenWord_postText","lenSentence_postText","numWord_postText","numSentence_postText"
"16",0,0,0,0.105263157894737,0.210526315789474,0.210526315789474,0.0526315789473684,0.0526315789473684,0.157894736842105,0,0,0.0526315789473684,1,4.36842105263158,100,19,1
"17",0,0,0.0476190476190476,0.0952380952380952,0.142857142857143,0.380952380952381,0,0.0476190476190476,0.0952380952380952,4,0,0.0952380952380952,2,5.23809523809524,128,21,1
"18",0.0588235294117647,0,0,0.0294117647058824,0.176470588235294,0.323529411764706,0.0294117647058824,0,0.0882352941176471,0,0,0.147058823529412,2.5,4.76470588235294,95.5,34,2
"19",0.08,0,0,0,0.08,0.4,0,0.04,0.04,3,0,0.08,2,4.36,129,25,1
"20",0,0.037037037037037,0.037037037037037,0.037037037037037,0.222222222222222,0.333333333333333,0,0.037037037037037,0.111111111111111,1,0,0.037037037037037,1,4.03703703703704,133,27,1
"21",0.0625,0,0,0,0.125,0.3125,0.0625,0.0625,0.0625,2,0,0,0,4.25,81,16,1
"22",0,0.130434782608696,0,0.0434782608695652,0.173913043478261,0.304347826086957,0.0434782608695652,0,0.173913043478261,0,0,0.0434782608695652,1,4.60869565217391,127,23,1
"23",0,0,0,0,0,0.5,0,0,0.125,0,0,0,0,4.75,43,8,1
"24",0,0.1,0.05,0,0.15,0.25,0.05,0,0.05,3,0,0.1,2,3.7,90,20,1
"25",0,0,0.0769230769230769,0.0384615384615385,0.192307692307692,0.269230769230769,0,0,0,0,0,0.269230769230769,7,4.73076923076923,147,26,1
"26",0,0.0666666666666667,0,0,0.133333333333333,0.466666666666667,0.0666666666666667,0,0.133333333333333,0,0,0,0,3.6,68,15,1
"27",0.0357142857142857,0.0357142857142857,0,0,0.214285714285714,0.357142857142857,0.0714285714285714,0.0357142857142857,0.107142857142857,4,0,0.0357142857142857,1,5.28571428571429,173,28,1
"28",0,0,0.0909090909090909,0,0.272727272727273,0.363636363636364,0,0,0.0909090909090909,1,0,0.0909090909090909,1,3.90909090909091,53,11,1
"29",0,0,0.0714285714285714,0,0.142857142857143,0.214285714285714,0.142857142857143,0,0,1,0.0714285714285714,0.0714285714285714,1,4.07142857142857,68,14,1
"30",0,0.0625,0,0,0.125,0.4375,0,0,0.0625,4,0,0.0625,1,5.75,106,16,1
"31",0,0.0384615384615385,0.0384615384615385,0,0.153846153846154,0.346153846153846,0.0384615384615385,0.0384615384615385,0.115384615384615,2,0,0.0384615384615385,1,4.76923076923077,146,26,1
"32",0,0,0.0952380952380952,0.0476190476190476,0.19047619047619,0.285714285714286,0,0.142857142857143,0.0476190476190476,1.5,0,0.0952380952380952,1,4.28571428571429,53,21,2
"33",0.0434782608695652,0,0,0.0434782608695652,0.0869565217391304,0.260869565217391,0.0434782608695652,0,0.0434782608695652,1,0.0434782608695652,0.217391304347826,5,5.17391304347826,138,23,1
"34",0,0,0,0,0.0333333333333333,0.433333333333333,0,0,0.1,6,0,0.0666666666666667,2,4.53333333333333,161,30,1
"35",0,0,0,0,0,0.571428571428571,0,0,0.142857142857143,0,0,0,0,6.28571428571429,50,7,1
"36",0,0.1,0,0.1,0.25,0.35,0.05,0.05,0.1,4,0,0,0,5.15,125,20,1
"37",0,0,0.03125,0,0.0625,0.21875,0,0.0625,0.1875,0,0,0.09375,1.5,3.90625,75.5,32,2
"38",0,0.0333333333333333,0,0.0333333333333333,0.0666666666666667,0.366666666666667,0,0.0333333333333333,0.133333333333333,7,0,0.133333333333333,4,4.83333333333333,173,30,1
"39",0.0350877192982456,0,0.0350877192982456,0.0175438596491228,0.175438596491228,0.315789473684211,0.0175438596491228,0.0350877192982456,0.12280701754386,3,0,0.0350877192982456,1,4.35087719298246,149.5,57,2
"40",0.0357142857142857,0,0,0,0.107142857142857,0.321428571428571,0.0357142857142857,0.107142857142857,0.0357142857142857,0.5,0,0.0357142857142857,0.5,4.75,77.5,28,2
"41",0.0476190476190476,0,0,0.0476190476190476,0.0952380952380952,0.428571428571429,0,0,0.0952380952380952,3,0,0.0476190476190476,1,4.90476190476191,122,21,1
"42",0.0540540540540541,0.027027027027027,0,0.027027027027027,0.135135135135135,0.189189189189189,0.0540540540540541,0.0540540540540541,0.108108108108108,5,0,0.0540540540540541,2,3.91891891891892,181,37,1
"43",0,0.0384615384615385,0.0384615384615385,0,0.153846153846154,0.346153846153846,0.0769230769230769,0,0.0769230769230769,6,0,0.115384615384615,3,4.57692307692308,140,26,1
"44",0,0.130434782608696,0,0.0434782608695652,0.304347826086957,0.130434782608696,0.130434782608696,0,0.0434782608695652,1,0,0.0434782608695652,0.333333333333333,3.34782608695652,30,23,3
"45",0,0.0465116279069767,0.0232558139534884,0.0232558139534884,0.186046511627907,0.302325581395349,0.0465116279069767,0.0465116279069767,0.116279069767442,4,0,0.0697674418604651,3,5.06976744186047,257,43,1
"46",0,0.0952380952380952,0,0.0476190476190476,0.19047619047619,0.380952380952381,0,0,0.142857142857143,4,0,0,0,4.09523809523809,105,21,1
"47",0,0,0.0476190476190476,0,0.0476190476190476,0.380952380952381,0,0,0.238095238095238,3,0,0.0952380952380952,2,4.95238095238095,123,21,1
"48",0,0,0.0740740740740741,0,0.148148148148148,0.407407407407407,0.0740740740740741,0,0.111111111111111,5,0,0.111111111111111,3,5.44444444444444,172,27,1
"49",0,0.0833333333333333,0,0.0416666666666667,0.25,0.375,0,0,0.0416666666666667,4,0,0,0,4.91666666666667,138,24,1
"50",0,0,0,0,0,0.375,0,0,0.25,2,0,0.125,1,3.75,36,8,1
"51",0,0.0909090909090909,0,0.0909090909090909,0.242424242424242,0.303030303030303,0.0303030303030303,0,0.0606060606060606,2,0,0.0303030303030303,1,5.03030303030303,195,33,1
"52",0.0333333333333333,0.0333333333333333,0,0,0.1,0.433333333333333,0.0333333333333333,0,0.1,8,0,0.0666666666666667,2,5.1,180,30,1
"53",0,0,0.05,0,0.2,0.4,0,0,0.05,1,0,0,0,5,117,20,1
"54",0,0.0857142857142857,0.0285714285714286,0,0.114285714285714,0.342857142857143,0.0857142857142857,0,0.0857142857142857,2,0,0.0285714285714286,0.5,4.51428571428571,94,35,2
"55",0.037037037037037,0,0.037037037037037,0.037037037037037,0.222222222222222,0.259259259259259,0,0.037037037037037,0.111111111111111,0,0,0.148148148148148,4,5.22222222222222,166,27,1
"56",0,0.0454545454545455,0.0454545454545455,0,0.181818181818182,0.363636363636364,0,0,0.0909090909090909,1,0,0.0454545454545455,1,5.13636363636364,131,22,1
"57",0.0454545454545455,0,0.0454545454545455,0.0454545454545455,0.227272727272727,0.227272727272727,0,0.0909090909090909,0.0909090909090909,1,0,0.0909090909090909,2,4.90909090909091,127,22,1
"58",0,0.0952380952380952,0,0.0476190476190476,0.19047619047619,0.19047619047619,0,0,0.0952380952380952,2,0.0476190476190476,0.142857142857143,3,3.47619047619048,88,21,1
"59",0,0,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.272727272727273,0,0,0.227272727272727,0,0.0454545454545455,0.181818181818182,4,4.18181818181818,112,22,1
"60",0,0,0.0789473684210526,0.0263157894736842,0.157894736842105,0.342105263157895,0.0263157894736842,0.0526315789473684,0.105263157894737,3,0,0.0526315789473684,2,5.13157894736842,231,38,1
"61",0,0.0454545454545455,0,0,0.0909090909090909,0.5,0,0,0.0454545454545455,8,0,0.136363636363636,3,5.36363636363636,169,22,1
"62",0.142857142857143,0,0,0.142857142857143,0.285714285714286,0.285714285714286,0,0,0,0,0,0,0,4,34,7,1
"63",0,0.111111111111111,0,0.0740740740740741,0.185185185185185,0.407407407407407,0,0,0.0740740740740741,5,0,0.037037037037037,1,4.62962962962963,148,27,1
"64",0,0,0.0408163265306122,0.0204081632653061,0.122448979591837,0.346938775510204,0,0,0.122448979591837,4,0.0204081632653061,0.0816326530612245,2,5.24489795918367,150.5,49,2
"65",0.0344827586206897,0.0344827586206897,0,0,0.172413793103448,0.275862068965517,0.0344827586206897,0,0.0689655172413793,4,0,0.137931034482759,4,4.27586206896552,150,29,1
"66",0,0,0,0.0555555555555556,0.111111111111111,0.388888888888889,0,0,0.166666666666667,0,0,0.0555555555555556,1,3.83333333333333,85,18,1
"67",0,0.05,0.05,0.15,0.3,0.25,0,0,0.05,1,0,0,0,5.45,125,20,1
"68",0.0555555555555556,0,0,0.0555555555555556,0.111111111111111,0.166666666666667,0,0.0555555555555556,0.222222222222222,0,0,0.222222222222222,4,4.22222222222222,90,18,1
"69",0,0.0454545454545455,0,0,0.0454545454545455,0.363636363636364,0.0454545454545455,0,0.0909090909090909,1.5,0,0.0454545454545455,0.5,4.18181818181818,55,22,2
"70",0,0,0,0,0,0.333333333333333,0.0833333333333333,0,0.166666666666667,0,0.0833333333333333,0.166666666666667,2,4.25,60,12,1
"71",0,0.0487804878048781,0.024390243902439,0.024390243902439,0.121951219512195,0.390243902439024,0,0.024390243902439,0.170731707317073,3,0,0.0731707317073171,3,5.14634146341463,248,41,1
"72",0,0.181818181818182,0,0,0.181818181818182,0.5,0,0.0454545454545455,0,1.25,0,0,0,5.18181818181818,31.75,22,4
"73",0.037037037037037,0,0.037037037037037,0,0.111111111111111,0.37037037037037,0.037037037037037,0,0.0740740740740741,4,0,0.111111111111111,3,4.59259259259259,145,27,1
"74",0.0769230769230769,0,0,0.115384615384615,0.192307692307692,0.307692307692308,0.0769230769230769,0,0.0769230769230769,0,0,0.0769230769230769,2,5.84615384615385,175,26,1
"75",0,0.0666666666666667,0,0,0.0666666666666667,0.466666666666667,0,0,0,0,0,0.2,3,4.66666666666667,83,15,1
"76",0,0.0555555555555556,0.0555555555555556,0.111111111111111,0.222222222222222,0.388888888888889,0,0,0,5,0,0.111111111111111,2,4.72222222222222,101,18,1
"77",0,0,0.09375,0.03125,0.21875,0.21875,0.0625,0,0.15625,1,0,0.03125,0.5,4.5625,87,32,2
"78",0.04,0.04,0,0,0.16,0.48,0,0,0.04,7,0,0,0,5.36,156,25,1
"79",0,0.0769230769230769,0,0,0.0769230769230769,0.346153846153846,0.0769230769230769,0.0769230769230769,0.0384615384615385,6,0.0384615384615385,0.0384615384615385,1,4.23076923076923,135,26,1
"80",0,0,0.103448275862069,0.0689655172413793,0.206896551724138,0.379310344827586,0,0.0344827586206897,0.103448275862069,6,0,0,0,4.3448275862069,151,29,1
"81",0,0,0.166666666666667,0,0.333333333333333,0.5,0,0,0,1,0,0,0,7,47,6,1
"82",0,0.027027027027027,0.0540540540540541,0.027027027027027,0.135135135135135,0.324324324324324,0.0810810810810811,0.027027027027027,0.0540540540540541,5,0,0.0810810810810811,3,4.67567567567568,204,37,1
"83",0.03125,0.03125,0,0.0625,0.15625,0.25,0,0.03125,0.09375,3,0,0.125,4,4.875,184,32,1
"84",0.12,0,0,0.04,0.24,0.16,0.08,0.04,0,0,0,0.16,4,5,147,25,1
"85",0,0.0740740740740741,0,0,0.0740740740740741,0.333333333333333,0,0,0.0740740740740741,4,0,0.0740740740740741,2,5.03703703703704,158,27,1
"86",0,0,0.0833333333333333,0,0.166666666666667,0.375,0.0416666666666667,0,0.0833333333333333,5,0,0.0833333333333333,2,4.375,127,24,1
"87",0,0,0.05,0,0.15,0.45,0,0,0.05,5,0,0.05,1,4.65,112,20,1
"88",0,0,0,0,0.0333333333333333,0.4,0,0,0.0666666666666667,1.5,0,0.133333333333333,2,4.63333333333333,81,30,2
"89",0,0,0.0588235294117647,0.0294117647058824,0.176470588235294,0.323529411764706,0,0.0294117647058824,0.0882352941176471,5,0,0.0294117647058824,1,4.20588235294118,173,34,1
"90",0,0,0,0,0,0.636363636363636,0,0,0,4,0,0.0909090909090909,1,3.72727272727273,51,11,1
"91",0,0,0.0588235294117647,0.0588235294117647,0.176470588235294,0.235294117647059,0,0,0,1,0,0.176470588235294,3,5.88235294117647,112,17,1
"92",0,0,0.05,0.05,0.15,0.4,0,0,0.1,2,0,0.05,1,4.35,104,20,1
"93",0,0,0.027027027027027,0,0.108108108108108,0.297297297297297,0.027027027027027,0,0.108108108108108,8,0,0.0540540540540541,2,3.94594594594595,179,37,1
"94",0.0434782608695652,0,0,0.0434782608695652,0.173913043478261,0.391304347826087,0,0,0,1,0,0.173913043478261,4,4.95652173913043,134,23,1
"95",0,0,0.0833333333333333,0,0.0833333333333333,0.416666666666667,0,0.166666666666667,0.0833333333333333,3,0,0,0,4.16666666666667,59,12,1
"96",0,0.118279569892473,0,0.010752688172043,0.150537634408602,0.258064516129032,0.043010752688172,0.032258064516129,0.118279569892473,2,0,0.10752688172043,5,4.26881720430108,240,93,2
"97",0,0.0333333333333333,0.0333333333333333,0,0.133333333333333,0.2,0.0666666666666667,0.0666666666666667,0.1,0,0,0,0,3.7,133,30,1
"98",0.0169491525423729,0,0.0338983050847458,0.0338983050847458,0.152542372881356,0.288135593220339,0.0338983050847458,0.0508474576271186,0.101694915254237,2,0,0.0508474576271186,1,4.33898305084746,101.666666666667,59,3
"99",0,0.0789473684210526,0.0263157894736842,0.0263157894736842,0.131578947368421,0.368421052631579,0,0.0526315789473684,0.105263157894737,9,0,0.0263157894736842,1,4.63157894736842,208,38,1
"100",0,0.0769230769230769,0,0.0384615384615385,0.115384615384615,0.307692307692308,0,0,0.115384615384615,2,0,0.153846153846154,4,5.03846153846154,153,26,1
"101",0,0,0.0526315789473684,0.0263157894736842,0.157894736842105,0.315789473684211,0,0.0789473684210526,0.0789473684210526,0,0,0.0526315789473684,1,4.97368421052632,110.5,38,2
"102",0.0447761194029851,0,0.0149253731343284,0.0149253731343284,0.104477611940299,0.26865671641791,0.0447761194029851,0.0746268656716418,0.134328358208955,2.5,0,0.0447761194029851,1.5,3.58208955223881,150,67,2
"103",0,0.0476190476190476,0,0,0.0476190476190476,0.428571428571429,0.0476190476190476,0.0476190476190476,0.0476190476190476,3,0,0.0952380952380952,1,4.04761904761905,50.5,21,2
"104",0,0.0256410256410256,0.0512820512820513,0.0512820512820513,0.179487179487179,0.333333333333333,0,0.0256410256410256,0.0512820512820513,6,0,0.102564102564103,4,4.48717948717949,209,39,1
"105",0,0,0.0625,0,0.125,0.25,0.0625,0.0625,0.0625,1,0,0.125,2,4.875,90,16,1
"106",0,0,0.0588235294117647,0.176470588235294,0.294117647058824,0.352941176470588,0,0,0.0588235294117647,5,0,0,0,4.76470588235294,96,17,1
"107",0,0.0652173913043478,0,0,0.0869565217391304,0.391304347826087,0.0217391304347826,0.0434782608695652,0.130434782608696,9,0,0.0217391304347826,1,4.65217391304348,255,46,1
"108",0,0,0.0454545454545455,0.0454545454545455,0.136363636363636,0.363636363636364,0.0909090909090909,0,0,4,0,0,0,4.22727272727273,111,22,1
"109",0.0714285714285714,0,0.0714285714285714,0.0714285714285714,0.214285714285714,0.428571428571429,0,0,0,3,0,0,0,3.64285714285714,63,14,1
"110",0,0.0344827586206897,0.0172413793103448,0,0.0689655172413793,0.275862068965517,0.0172413793103448,0.0172413793103448,0.0862068965517241,2.33333333333333,0,0.189655172413793,3.66666666666667,4.41379310344828,99.6666666666667,58,3
"111",0,0.142857142857143,0,0,0.214285714285714,0.321428571428571,0.0714285714285714,0,0.0714285714285714,5,0,0.0714285714285714,2,4.60714285714286,155,28,1
"112",0.05,0.05,0,0,0.1,0.45,0,0.05,0.05,5,0,0.1,2,5.9,136,20,1
"113",0,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.151515151515152,0.393939393939394,0.0303030303030303,0,0.0303030303030303,10,0,0,0,3.90909090909091,152,33,1
"114",0.0289855072463768,0.0144927536231884,0.0579710144927536,0,0.115942028985507,0.246376811594203,0.101449275362319,0.101449275362319,0.0434782608695652,2,0.0144927536231884,0.101449275362319,7,4.33333333333333,359,69,1
"115",0,0.0454545454545455,0.0454545454545455,0,0.136363636363636,0.409090909090909,0.0454545454545455,0,0.0454545454545455,1,0,0.181818181818182,4,5.68181818181818,147,22,1
"116",0,0.0384615384615385,0.0384615384615385,0.115384615384615,0.192307692307692,0.269230769230769,0.0384615384615385,0.0384615384615385,0.115384615384615,2,0,0.0384615384615385,1,4.65384615384615,143,26,1
"117",0.0909090909090909,0,0,0,0.181818181818182,0.454545454545455,0,0.0909090909090909,0.0909090909090909,4,0,0.0909090909090909,1,6.54545454545455,81,11,1
"118",0,0,0,0,0,0.375,0,0.125,0,2,0,0,0,3.125,29,8,1
"119",0,0,0.025,0.025,0.1,0.3,0.025,0.025,0.1,2,0.025,0.175,7,4.725,225,40,1
"120",0,0,0.0666666666666667,0,0.2,0.266666666666667,0.0666666666666667,0,0.133333333333333,1,0,0.0666666666666667,1,4.66666666666667,84,15,1
"121",0,0,0.04,0,0.12,0.4,0.04,0,0.16,5,0,0.04,1,4.4,132,25,1
"122",0.111111111111111,0,0,0,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0,0,0,0,3.33333333333333,36,9,1
"123",0,0,0.0416666666666667,0,0.0833333333333333,0.25,0,0.0416666666666667,0.125,0,0,0.0833333333333333,2,4.66666666666667,132,24,1
"124",0,0.0416666666666667,0.0416666666666667,0,0.0833333333333333,0.458333333333333,0.0416666666666667,0.0416666666666667,0.0416666666666667,8,0,0.0416666666666667,1,5.45833333333333,152,24,1
"125",0,0.0588235294117647,0.0588235294117647,0,0.176470588235294,0.294117647058824,0,0,0.117647058823529,3,0,0.117647058823529,2,3.88235294117647,79,17,1
"126",0,0,0.1,0.1,0.3,0.2,0,0.1,0.1,0,0,0,0,4.5,54,10,1
"127",0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.111111111111111,0.111111111111111,1,0,0.111111111111111,1,4.88888888888889,51,9,1
"128",0,0,0,0,0.153846153846154,0.461538461538462,0.0769230769230769,0,0.0769230769230769,3,0,0,0,4.53846153846154,71,13,1
"129",0,0.075,0,0.025,0.1,0.425,0,0,0.1,4,0,0.1,2,4.675,113,40,2
"130",0,0,0,0.0769230769230769,0.230769230769231,0.307692307692308,0,0.0769230769230769,0.0769230769230769,1,0,0.0769230769230769,1,5.15384615384615,78,13,1
"131",0.0344827586206897,0,0,0,0.103448275862069,0.379310344827586,0,0.0344827586206897,0.0689655172413793,0,0,0.137931034482759,4,5.51724137931035,186,29,1
"132",0,0,0,0,0.107142857142857,0.392857142857143,0.0357142857142857,0,0.0357142857142857,3,0,0.0357142857142857,1,4.82142857142857,156,28,1
"133",0.0277777777777778,0.0277777777777778,0,0.0555555555555556,0.111111111111111,0.305555555555556,0.0277777777777778,0,0.0555555555555556,2,0,0.0555555555555556,2,4.5,191,36,1
"134",0,0,0.0526315789473684,0.157894736842105,0.315789473684211,0.263157894736842,0,0.0526315789473684,0.0526315789473684,4,0,0.0526315789473684,1,5.05263157894737,113,19,1
"135",0,0,0.0454545454545455,0,0.0909090909090909,0.363636363636364,0,0.0454545454545455,0.0909090909090909,4,0.0454545454545455,0.136363636363636,3,4.68181818181818,123,22,1
"136",0,0,0,0,0.125,0.333333333333333,0,0.0416666666666667,0.166666666666667,3,0,0.0416666666666667,1,4.25,122,24,1
"137",0,0.0588235294117647,0,0,0.117647058823529,0.411764705882353,0.0294117647058824,0.0294117647058824,0.117647058823529,5,0,0.117647058823529,2,4.5,94,34,2
"138",0,0,0,0,0.0454545454545455,0.545454545454545,0,0,0.0909090909090909,6,0,0.0909090909090909,2,5.18181818181818,134,22,1
"139",0.0769230769230769,0.0384615384615385,0,0.0384615384615385,0.192307692307692,0.384615384615385,0.0384615384615385,0,0.0769230769230769,4,0,0,0,4.65384615384615,145,26,1
"140",0.0256410256410256,0,0.0256410256410256,0.0256410256410256,0.128205128205128,0.358974358974359,0,0.0256410256410256,0.0769230769230769,5,0,0.0769230769230769,3,4.87179487179487,225,39,1
"141",0,0.0666666666666667,0,0.0333333333333333,0.133333333333333,0.266666666666667,0.0333333333333333,0.0333333333333333,0.1,5,0,0.1,3,4.3,152,30,1
"142",0.0714285714285714,0,0.0357142857142857,0.0714285714285714,0.178571428571429,0.25,0.0714285714285714,0.0357142857142857,0.0357142857142857,0,0,0.107142857142857,3,4.5,151,28,1
"143",0,0.0303030303030303,0,0.0303030303030303,0.121212121212121,0.272727272727273,0.0303030303030303,0.0303030303030303,0.212121212121212,0,0,0.0303030303030303,1,4.06060606060606,164,33,1
"144",0.0106382978723404,0.0425531914893617,0.0106382978723404,0.0212765957446809,0.127659574468085,0.297872340425532,0.0531914893617021,0.0212765957446809,0.0957446808510638,4,0,0.0425531914893617,1,3.86170212765957,109.75,94,4
"145",0.0434782608695652,0,0,0.0434782608695652,0.130434782608696,0.478260869565217,0,0,0.0434782608695652,5,0,0.130434782608696,3,5.82608695652174,156,23,1
"146",0.0454545454545455,0,0.0454545454545455,0,0.181818181818182,0.272727272727273,0.0454545454545455,0.0454545454545455,0.0909090909090909,1,0,0.0454545454545455,1,4.31818181818182,115,22,1
"147",0,0,0.0588235294117647,0,0.117647058823529,0.176470588235294,0,0.176470588235294,0.0588235294117647,0,0,0.117647058823529,2,4.29411764705882,85,17,1
"148",0,0.032258064516129,0,0,0.0967741935483871,0.516129032258065,0.032258064516129,0,0.161290322580645,6,0,0,0,4.45161290322581,167,31,1
"149",0,0.125,0,0.0625,0.25,0.25,0.0625,0.0625,0.125,0,0,0,0,4.0625,78,16,1
"150",0.04,0,0,0,0.2,0.2,0.04,0.04,0,0,0,0.16,4,4.36,129,25,1
"151",0,0,0.0588235294117647,0.176470588235294,0.235294117647059,0.235294117647059,0,0,0.176470588235294,1,0,0.0588235294117647,1,4.11764705882353,85,17,1
"152",0,0,0.0357142857142857,0,0.142857142857143,0.357142857142857,0,0.0357142857142857,0.178571428571429,2,0,0.0357142857142857,1,4.60714285714286,161,28,1
"153",0,0.153846153846154,0,0,0.153846153846154,0.307692307692308,0.0769230769230769,0,0.0769230769230769,2,0,0.0769230769230769,1,4.69230769230769,72,13,1
"154",0,0,0.0434782608695652,0.0434782608695652,0.130434782608696,0.391304347826087,0.0434782608695652,0,0.130434782608696,3,0,0.0869565217391304,2,5.08695652173913,138,23,1
"155",0,0.0344827586206897,0.0689655172413793,0.0344827586206897,0.206896551724138,0.275862068965517,0.0344827586206897,0.0344827586206897,0.137931034482759,4,0,0.0689655172413793,2,4.44827586206897,155,29,1
"156",0,0.0277777777777778,0.0277777777777778,0.0555555555555556,0.111111111111111,0.444444444444444,0.0277777777777778,0,0.0277777777777778,6,0,0.0277777777777778,0.5,5.05555555555556,105,36,2
"157",0,0.0476190476190476,0,0.0476190476190476,0.166666666666667,0.30952380952381,0.0238095238095238,0.0238095238095238,0.0714285714285714,6,0,0.0714285714285714,3,4.97619047619048,247,42,1
"158",0.125,0,0,0,0.125,0.375,0.125,0.125,0,3,0,0,0,3.875,36,8,1
"159",0,0.0357142857142857,0,0.0357142857142857,0.178571428571429,0.357142857142857,0.0357142857142857,0.0714285714285714,0.0357142857142857,4,0,0.142857142857143,4,6.10714285714286,198,28,1
"160",0,0.0588235294117647,0,0,0.117647058823529,0.470588235294118,0.117647058823529,0.0588235294117647,0,6,0,0,0,4.47058823529412,90,17,1
"161",0,0.0222222222222222,0.0222222222222222,0.0222222222222222,0.177777777777778,0.222222222222222,0,0,0.111111111111111,1,0.0222222222222222,0.177777777777778,8,5.04444444444444,269,45,1
"162",0.037037037037037,0,0,0,0.148148148148148,0.333333333333333,0.037037037037037,0.0740740740740741,0.0740740740740741,0.5,0,0.037037037037037,0.5,4.85185185185185,77,27,2
"163",0,0.0666666666666667,0,0,0.1,0.333333333333333,0,0,0.166666666666667,8,0,0.0666666666666667,2,3.93333333333333,143,30,1
"164",0,0.0444444444444444,0.0444444444444444,0.0222222222222222,0.177777777777778,0.333333333333333,0.0444444444444444,0.0444444444444444,0.0888888888888889,5,0,0.0888888888888889,4,4.86666666666667,261,45,1
"165",0.0357142857142857,0.0357142857142857,0.0714285714285714,0,0.214285714285714,0.25,0.142857142857143,0,0.107142857142857,3,0,0.0357142857142857,1,4.35714285714286,148,28,1
"166",0,0.08,0.08,0.04,0.2,0.32,0.08,0,0.04,4,0,0.04,1,4.16,124,25,1
"167",0.03125,0,0.03125,0.03125,0.15625,0.40625,0.0625,0,0.03125,4,0,0,0,4.4375,84.5,32,2
"168",0,0.0384615384615385,0.0384615384615385,0,0.153846153846154,0.230769230769231,0.0769230769230769,0.0769230769230769,0.0769230769230769,0,0,0.115384615384615,3,4.69230769230769,146,26,1
"169",0,0,0.111111111111111,0,0.111111111111111,0.444444444444444,0,0.222222222222222,0.0555555555555556,1.66666666666667,0,0,0,4.5,31,18,3
"170",0,0.0434782608695652,0,0,0.0869565217391304,0.347826086956522,0,0.0434782608695652,0.130434782608696,5,0,0.0434782608695652,1,4.26086956521739,116,23,1
"171",0,0.1,0,0.05,0.2,0.3,0,0.1,0.05,3,0,0,0,5.35,125,20,1
